2017-05-23 00:00:00,2017-05-23 00:00:00,Jak skutecznie wykorzystać media społecznościowe do budowania marki?
2017-05-23 00:00:00,2017-05-23 00:00:00,Startup bez tajemnic vol. 3
2017-05-23 00:00:00,2017-05-25 00:00:00,Code Europe – największa konferencja programistyczna
2017-05-22 00:00:00,2017-05-22 00:00:00,Twin Peaks: Ogniu krocz ze mną
2017-05-22 00:00:00,2017-05-22 00:00:00,Benefis kalamburowo-elitarny
2017-05-22 00:00:00,2017-05-22 00:00:00,Altówka elektroniczna – koncert Wrocławskiego Oddziału ZKP w NFM
2017-05-22 00:00:00,2017-05-22 00:00:00,The National Theatre: Rosencrantz i Guildenstern nie żyją
2017-05-22 00:00:00,2017-05-22 00:00:00,The National Theatre: Rosencrantz i Guildenstern nie żyją
2017-05-22 00:00:00,2017-05-22 00:00:00,Zostań ekspertem i pozyskuj klientów przez Internet
2017-05-22 00:00:00,2017-05-22 00:00:00,Wrocławskie dzieci uczą segregować śmieci – gala
2017-05-22 00:00:00,2017-05-26 00:00:00,XXVII Giełda Książki Bibliotecznej
2017-05-22 00:00:00,2017-05-27 00:00:00,Darmowe koncerty TGD i 12 kamieni oraz spotkanie jedności – finał ODNFEST
2017-05-21 00:00:00,2017-05-21 00:00:00,Obcy w raju
2017-05-21 00:00:00,2017-05-21 00:00:00,14. Millennium Docs Against Gravity Film Festival we Wrocławiu: Pokaz nagrodzonego filmu
2017-05-21 00:00:00,2017-05-21 00:00:00,Jonathan Carroll w bibliotece „Grafit”
2017-05-21 00:00:00,2017-05-21 00:00:00,Gwiazdy ogłoszeń drobnych
2017-05-21 00:00:00,2017-05-21 00:00:00,Bass & Beat Festival – Dzień trzeci
2017-05-21 00:00:00,2017-05-21 00:00:00,Koncert twórczości Anny Jantar i Jarosława Kukulskiego
2017-05-21 00:00:00,2017-05-21 00:00:00,Wernisaż z muzyką: Barbara Gulbinowicz – Malarstwo & Koncert
2017-05-21 00:00:00,2017-05-21 00:00:00,Koncert Wrocław Baroque Ensemble i śpiewaków
2017-05-21 00:00:00,2017-05-21 00:00:00,Koncert: Herbert/Świder – „Podróż Pana Cogito”
2017-05-21 00:00:00,2017-05-21 00:00:00,Turbulencje / Wydarzenie specjalne festiwalu MEN i WRO: Biennale w NFM
2017-05-21 00:00:00,2017-05-21 00:00:00,Niemiecki życiorys
2017-05-21 00:00:00,2017-05-21 00:00:00,Marina Abramović w Brazylii
2017-05-21 00:00:00,2017-05-21 00:00:00,National Theatre Live: Święta Joanna
2017-05-21 00:00:00,2017-05-21 00:00:00,Spacerownik teatralny dla dzieci TEATR POSZUKIWANY
2017-05-21 00:00:00,2017-05-21 00:00:00,ADAPTER – kino bez barier. Pokaz filmu „Sztuka kochania”
2017-05-21 00:00:00,2017-05-21 00:00:00,Dawson City: czas zatrzymany
2017-05-21 00:00:00,2017-05-21 00:00:00,V Europejski Festiwal Piosenki Esperanckiej w CKWZ
2017-05-21 00:00:00,2017-05-21 00:00:00,Domowy Teatr Lalek – nowy cykl warsztatów rodzinnych
2017-05-21 00:00:00,2017-05-21 00:00:00,Piknik w Parku Południowym w ramach Dni Otwartych Funduszy Europejskich
2017-05-21 00:00:00,2017-05-21 00:00:00,Bez tytułu
2017-05-21 00:00:00,2017-05-21 00:00:00,Akademia Dokumentalna OKI DOKI. Blok „Działasz!”
2017-05-21 00:00:00,2017-05-21 00:00:00,Wyścigi konne – nagroda Tiumena
2017-05-21 00:00:00,2017-05-21 00:00:00,Sztuka Młodej Polski  – wykład Barbary Przerwy
2017-05-21 00:00:00,2017-05-21 00:00:00,Kurs historii sztuki. Klasycy nowoczesności
2017-05-21 00:00:00,2017-05-21 00:00:00,Gra miejska: „Śladami Unii Europejskiej”
2017-05-21 00:00:00,2017-05-21 00:00:00,Śniadanie kryminalne
2017-05-21 00:00:00,2017-05-21 00:00:00,Bezpłatne zwiedzanie Muzeum Uniwersytetu Wrocławskiego
2017-05-21 00:00:00,2017-05-21 00:00:00,Warsztaty: Maraton Ceramiczny w ODT Światowid
2017-05-21 00:00:00,2017-05-21 00:00:00,Filmowe poranki: Z wizytą na wsi
2017-05-21 00:00:00,2017-05-21 00:00:00,Dzień Kultury Muzułmańskiej
2017-05-21 00:00:00,2017-05-21 00:00:00,175-lecie uruchomienia pierwszej na Śląsku linii kolejowej
2017-05-21 00:00:00,2017-05-21 00:00:00,14. Wrocławski Festiwal Form Muzycznych
2017-05-21 00:00:00,2017-05-21 00:00:00,Pierwsze urodziny hipopotamicy „Zumby”
